0.268143	0.263946	0.2730995	0.2708385
0.2708385	0.268143	0.263946	0.272514
0.272514	0.2708385	0.268143	0.273265
0.273265	0.272514	0.2708385	0.268561
0.268561	0.273265	0.272514	0.2692325
0.2692325	0.268561	0.273265	0.260114
0.260114	0.2692325	0.268561	0.2659245
0.2659245	0.260114	0.2692325	0.2652945
0.2652945	0.2659245	0.260114	0.2632455
0.2632455	0.2652945	0.2659245	0.262466
0.262466	0.2632455	0.2652945	0.255215
0.255215	0.262466	0.2632455	0.2540735
0.2540735	0.255215	0.262466	0.254468
0.254468	0.2540735	0.255215	0.2575275
0.2575275	0.254468	0.2540735	0.255289
0.255289	0.2575275	0.254468	0.2639585
0.2639585	0.255289	0.2575275	0.263298
0.263298	0.2639585	0.255289	0.264048
0.264048	0.263298	0.2639585	0.26742
0.26742	0.264048	0.263298	0.267635
0.267635	0.26742	0.264048	0.270005
0.270005	0.267635	0.26742	0.2695345
0.2695345	0.270005	0.267635	0.270475
0.270475	0.2695345	0.270005	0.2712005
0.2712005	0.270475	0.2695345	0.272709
0.272709	0.2712005	0.270475	0.2742775
0.2742775	0.272709	0.2712005	0.2736735
0.2736735	0.2742775	0.272709	0.273731
0.273731	0.2736735	0.2742775	0.271984
0.271984	0.273731	0.2736735	0.269415
0.269415	0.271984	0.273731	0.2689565
0.2689565	0.269415	0.271984	0.2694705
0.2694705	0.2689565	0.269415	0.2720315
0.2720315	0.2694705	0.2689565	0.2713145
0.2713145	0.2720315	0.2694705	0.2705535
0.2705535	0.2713145	0.2720315	0.26735
0.26735	0.2705535	0.2713145	0.2657845
0.2657845	0.26735	0.2705535	0.267617
0.267617	0.2657845	0.26735	0.2652165
0.2652165	0.267617	0.2657845	0.264502
0.264502	0.2652165	0.267617	0.2603415
0.2603415	0.264502	0.2652165	0.2631155
0.2631155	0.2603415	0.264502	0.26545
0.26545	0.2631155	0.2603415	0.2652185
0.2652185	0.26545	0.2631155	0.267174
0.267174	0.2652185	0.26545	0.268205
0.268205	0.267174	0.2652185	0.2684545
0.2684545	0.268205	0.267174	0.267637
0.267637	0.2684545	0.268205	0.2663215
0.2663215	0.267637	0.2684545	0.2667785
0.2667785	0.2663215	0.267637	0.266484
0.266484	0.2667785	0.2663215	0.268896
0.268896	0.266484	0.2667785	0.270893
0.270893	0.268896	0.266484	0.268888
0.268888	0.270893	0.268896	0.2704615
0.2704615	0.268888	0.270893	0.2700665
0.2700665	0.2704615	0.268888	0.2685735
0.2685735	0.2700665	0.2704615	0.267782
0.267782	0.2685735	0.2700665	0.2690795
0.2690795	0.267782	0.2685735	0.269697
0.269697	0.2690795	0.267782	0.266507
0.266507	0.269697	0.2690795	0.2673225
0.2673225	0.266507	0.269697	0.2660335
0.2660335	0.2673225	0.266507	0.266377
0.266377	0.2660335	0.2673225	0.265936
0.265936	0.266377	0.2660335	0.259775
0.259775	0.265936	0.266377	0.2585865
0.2585865	0.259775	0.265936	0.2599745
0.2599745	0.2585865	0.259775	0.259207
0.259207	0.2599745	0.2585865	0.25866
0.25866	0.259207	0.2599745	0.2559215
0.2559215	0.25866	0.259207	0.254397
0.254397	0.2559215	0.25866	0.2498675
0.2498675	0.254397	0.2559215	0.2527995
0.2527995	0.2498675	0.254397	0.2522955
0.2522955	0.2527995	0.2498675	0.252285
0.252285	0.2522955	0.2527995	0.2479465
0.2479465	0.252285	0.2522955	0.244545
0.244545	0.2479465	0.252285	0.2485175
0.2485175	0.244545	0.2479465	0.2540335
0.2540335	0.2485175	0.244545	0.256304
0.256304	0.2540335	0.2485175	0.256438
0.256438	0.256304	0.2540335	0.259839
0.259839	0.256438	0.256304	0.2608935
0.2608935	0.259839	0.256438	0.2622945
0.2622945	0.2608935	0.259839	0.263396
0.263396	0.2622945	0.2608935	0.261688
0.261688	0.263396	0.2622945	0.2649735
0.2649735	0.261688	0.263396	0.2648035
0.2648035	0.2649735	0.261688	0.267145
0.267145	0.2648035	0.2649735	0.268576
0.268576	0.267145	0.2648035	0.271049
0.271049	0.268576	0.267145	0.2722785
0.2722785	0.271049	0.268576	0.2735115
0.2735115	0.2722785	0.271049	0.271699
0.271699	0.2735115	0.2722785	0.2690505
0.2690505	0.271699	0.2735115	0.273351
0.273351	0.2690505	0.271699	0.2732625
0.2732625	0.273351	0.2690505	0.2726555
0.2726555	0.2732625	0.273351	0.272921
0.272921	0.2726555	0.2732625	0.2734145
0.2734145	0.272921	0.2726555	0.269501
0.269501	0.2734145	0.272921	0.2691675
0.2691675	0.269501	0.2734145	0.2683665
0.2683665	0.2691675	0.269501	0.2665955
0.2665955	0.2683665	0.2691675	0.2623455
0.2623455	0.2665955	0.2683665	0.2665485
0.2665485	0.2623455	0.2665955	0.267606
0.267606	0.2665485	0.2623455	0.267452
0.267452	0.267606	0.2665485	0.2676705
0.2676705	0.267452	0.267606	0.2689505
0.2689505	0.2676705	0.267452	0.2713685
0.2713685	0.2689505	0.2676705	0.2742005
0.2742005	0.2713685	0.2689505	0.2757525
0.2757525	0.2742005	0.2713685	0.2760435
0.2760435	0.2757525	0.2742005	0.275115
0.275115	0.2760435	0.2757525	0.275727
0.275727	0.275115	0.2760435	0.2767525
0.2767525	0.275727	0.275115	0.276165
0.276165	0.2767525	0.275727	0.277864
0.277864	0.276165	0.2767525	0.278618
0.278618	0.277864	0.276165	0.278392
0.278392	0.278618	0.277864	0.278054
0.278054	0.278392	0.278618	0.277625
0.277625	0.278054	0.278392	0.27884
0.27884	0.277625	0.278054	0.2816565
0.2816565	0.27884	0.277625	0.283808
0.283808	0.2816565	0.27884	0.284932
0.284932	0.283808	0.2816565	0.2869215
0.2869215	0.284932	0.283808	0.2850845
0.2850845	0.2869215	0.284932	0.287957
0.287957	0.2850845	0.2869215	0.2883325
0.2883325	0.287957	0.2850845	0.2912195
0.2912195	0.2883325	0.287957	0.291392
0.291392	0.2912195	0.2883325	0.2921035
0.2921035	0.291392	0.2912195	0.2926555
0.2926555	0.2921035	0.291392	0.2937075
0.2937075	0.2926555	0.2921035	0.2982995
0.2982995	0.2937075	0.2926555	0.298896
0.298896	0.2982995	0.2937075	0.302287
0.302287	0.298896	0.2982995	0.302276
0.302276	0.302287	0.298896	0.30389
0.30389	0.302276	0.302287	0.3061925
0.3061925	0.30389	0.302276	0.305372
0.305372	0.3061925	0.30389	0.310923
0.310923	0.305372	0.3061925	0.3110795
0.3110795	0.310923	0.305372	0.3148875
0.3148875	0.3110795	0.310923	0.314284
0.314284	0.3148875	0.3110795	0.3176725
0.3176725	0.314284	0.3148875	0.315945
0.315945	0.3176725	0.314284	0.324207
0.324207	0.315945	0.3176725	0.3354965
0.3354965	0.324207	0.315945	0.3328785
0.3328785	0.3354965	0.324207	0.3213085
0.3213085	0.3328785	0.3354965	0.327999
0.327999	0.3213085	0.3328785	0.331642
0.331642	0.327999	0.3213085	0.3301825
0.3301825	0.331642	0.327999	0.337314
0.337314	0.3301825	0.331642	0.3431055
0.3431055	0.337314	0.3301825	0.3444525
0.3444525	0.3431055	0.337314	0.3452965
0.3452965	0.3444525	0.3431055	0.3476585
0.3476585	0.3452965	0.3444525	0.339906
0.339906	0.3476585	0.3452965	0.337431
0.337431	0.339906	0.3476585	0.3434645
0.3434645	0.337431	0.339906	0.347505
0.347505	0.3434645	0.337431	0.350758
0.350758	0.347505	0.3434645	0.348409
